Weather Scenario,Year,EVA category 1,Average of Value
WS21,2033,Solar PV,895.3
WS22,2033,Solar PV,878.7
WS23,2033,Solar PV,842.0
WS24,2033,Solar PV,901.1
WS25,2033,Solar PV,1003.0
WS26,2033,Solar PV,968.9
WS27,2033,Solar PV,902.5
WS28,2033,Solar PV,896.8
WS29,2033,Solar PV,964.9
WS30,2033,Solar PV,891.2
WS31,2033,Solar PV,906.6
WS32,2033,Solar PV,951.3
WS33,2033,Solar PV,885.3
WS34,2033,Solar PV,927.0
WS35,2033,Solar PV,833.1
WS36,2033,Solar PV,890.2
WS01,2035,Solar PV,874.5
WS02,2035,Solar PV,829.4
WS03,2035,Solar PV,900.1
WS04,2035,Solar PV,921.8
WS05,2035,Solar PV,863.3
WS06,2035,Solar PV,905.7
WS07,2035,Solar PV,939.7
WS08,2035,Solar PV,917.2
WS09,2035,Solar PV,853.3
WS10,2035,Solar PV,994.4
WS11,2035,Solar PV,964.6
WS12,2035,Solar PV,852.2
WS13,2035,Solar PV,925.1
WS14,2035,Solar PV,870.3
WS15,2035,Solar PV,859.0
WS16,2035,Solar PV,871.3
WS17,2035,Solar PV,918.8
WS18,2035,Solar PV,864.7
WS19,2035,Solar PV,960.6
WS20,2035,Solar PV,921.1
WS21,2035,Solar PV,897.6
WS22,2035,Solar PV,884.2
WS23,2035,Solar PV,838.0
WS24,2035,Solar PV,884.2
WS25,2035,Solar PV,992.9
WS26,2035,Solar PV,969.5
WS27,2035,Solar PV,892.2
WS28,2035,Solar PV,900.6
WS29,2035,Solar PV,960.2
WS30,2035,Solar PV,893.3
WS31,2035,Solar PV,906.4
WS32,2035,Solar PV,953.0
WS33,2035,Solar PV,884.4
WS34,2035,Solar PV,927.3
WS35,2035,Solar PV,830.6
WS36,2035,Solar PV,888.2
WS01,2028,Wind offshore,4312.6
WS02,2028,Wind offshore,4561.0
WS03,2028,Wind offshore,4408.8
WS04,2028,Wind offshore,3935.4
WS05,2028,Wind offshore,4178.9
WS06,2028,Wind offshore,4115.5
WS07,2028,Wind offshore,4033.0
WS08,2028,Wind offshore,4846.5
WS09,2028,Wind offshore,4229.6
WS10,2028,Wind offshore,4359.2
WS11,2028,Wind offshore,4096.7
WS12,2028,Wind offshore,4195.1
WS13,2028,Wind offshore,4055.0
WS14,2028,Wind offshore,4238.6
WS15,2028,Wind offshore,4112.1
WS16,2028,Wind offshore,4354.5
WS17,2028,Wind offshore,3874.1
WS18,2028,Wind offshore,4066.3
WS19,2028,Wind offshore,3820.2
WS20,2028,Wind offshore,4521.0
WS21,2028,Wind offshore,4374.9
WS22,2028,Wind offshore,4523.1
WS23,2028,Wind offshore,3858.6
WS24,2028,Wind offshore,4731.9
WS25,2028,Wind offshore,3808.1
WS26,2028,Wind offshore,4374.8
WS27,2028,Wind offshore,4375.1
WS28,2028,Wind offshore,4207.1
WS29,2028,Wind offshore,3956.7
WS30,2028,Wind offshore,4228.0
WS31,2028,Wind offshore,4261.9
WS32,2028,Wind offshore,4044.2
WS33,2028,Wind offshore,4419.2
WS34,2028,Wind offshore,4477.2
WS35,2028,Wind offshore,4249.5
WS36,2028,Wind offshore,4178.6
WS01,2030,Wind offshore,4429.7
WS02,2030,Wind offshore,4674.7
WS03,2030,Wind offshore,4602.1
WS04,2030,Wind offshore,4054.2
WS05,2030,Wind offshore,4332.1
WS06,2030,Wind offshore,4182.8
WS07,2030,Wind offshore,4222.7
WS08,2030,Wind offshore,4914.8
WS09,2030,Wind offshore,4368.4
WS10,2030,Wind offshore,4510.7
WS11,2030,Wind offshore,4288.2
WS12,2030,Wind offshore,4337.2
WS13,2030,Wind offshore,4208.5
WS14,2030,Wind offshore,4375.5
WS15,2030,Wind offshore,4310.8
WS16,2030,Wind offshore,4538.7
WS17,2030,Wind offshore,4062.1
WS18,2030,Wind offshore,4237.6
WS19,2030,Wind offshore,4055.4
WS20,2030,Wind offshore,4739.3
WS21,2030,Wind offshore,4507.1
WS22,2030,Wind offshore,4670.2
WS23,2030,Wind offshore,4012.9
WS24,2030,Wind offshore,4905.7
WS25,2030,Wind offshore,3984.5
WS26,2030,Wind offshore,4524.3
WS27,2030,Wind offshore,4545.6
WS28,2030,Wind offshore,4379.6
WS29,2030,Wind offshore,4127.7
WS30,2030,Wind offshore,4364.5
WS31,2030,Wind offshore,4400.0
WS32,2030,Wind offshore,4192.2
WS33,2030,Wind offshore,4537.5
WS34,2030,Wind offshore,4618.6
WS35,2030,Wind offshore,4397.2
WS36,2030,Wind offshore,4259.3
WS01,2033,Wind offshore,4518.5
WS02,2033,Wind offshore,4733.2
WS03,2033,Wind offshore,4745.2
WS04,2033,Wind offshore,4117.6
WS05,2033,Wind offshore,4433.1
WS06,2033,Wind offshore,4244.8
WS07,2033,Wind offshore,4362.3
WS08,2033,Wind offshore,4982.6
WS09,2033,Wind offshore,4463.8
WS10,2033,Wind offshore,4617.8
WS11,2033,Wind offshore,4392.5
WS12,2033,Wind offshore,4437.5
WS13,2033,Wind offshore,4325.1
WS14,2033,Wind offshore,4466.7
WS15,2033,Wind offshore,4443.4
WS16,2033,Wind offshore,4667.5
WS17,2033,Wind offshore,4186.4
WS18,2033,Wind offshore,4377.9
WS19,2033,Wind offshore,4227.4
WS20,2033,Wind offshore,4862.4
WS21,2033,Wind offshore,4584.0
WS22,2033,Wind offshore,4755.5
WS23,2033,Wind offshore,4128.5
WS24,2033,Wind offshore,5003.5
WS25,2033,Wind offshore,4122.8
WS26,2033,Wind offshore,4645.3
WS27,2033,Wind offshore,4673.7
WS28,2033,Wind offshore,4507.9
WS29,2033,Wind offshore,4235.3
WS30,2033,Wind offshore,4472.2
WS31,2033,Wind offshore,4488.9
WS32,2033,Wind offshore,4316.8
WS33,2033,Wind offshore,4637.3
WS34,2033,Wind offshore,4718.1
WS35,2033,Wind offshore,4515.4
WS36,2033,Wind offshore,4333.3
WS01,2035,Wind offshore,4542.9
WS02,2035,Wind offshore,4739.6
WS03,2035,Wind offshore,4796.4
WS04,2035,Wind offshore,4132.8
WS05,2035,Wind offshore,4459.7
WS06,2035,Wind offshore,4262.7
WS07,2035,Wind offshore,4405.3
WS08,2035,Wind offshore,5001.0
WS09,2035,Wind offshore,4492.5
WS10,2035,Wind offshore,4653.7
WS11,2035,Wind offshore,4421.7
WS12,2035,Wind offshore,4462.9
WS13,2035,Wind offshore,4359.6
WS14,2035,Wind offshore,4493.6
WS15,2035,Wind offshore,4484.6
WS16,2035,Wind offshore,4707.8
WS17,2035,Wind offshore,4225.9
WS18,2035,Wind offshore,4428.3
WS19,2035,Wind offshore,4289.1
WS20,2035,Wind offshore,4895.3
WS21,2035,Wind offshore,4602.5
WS22,2035,Wind offshore,4780.0
WS23,2035,Wind offshore,4162.1
WS24,2035,Wind offshore,5020.5
WS25,2035,Wind offshore,4165.9
WS26,2035,Wind offshore,4686.1
WS27,2035,Wind offshore,4713.3
WS28,2035,Wind offshore,4552.8
WS29,2035,Wind offshore,4261.0
WS30,2035,Wind offshore,4511.1
WS31,2035,Wind offshore,4510.6
WS32,2035,Wind offshore,4363.3
WS33,2035,Wind offshore,4666.5
WS34,2035,Wind offshore,4752.8
WS35,2035,Wind offshore,4555.6
WS36,2035,Wind offshore,4359.6
WS01,2028,Wind onshore,2278.7
WS02,2028,Wind onshore,2525.1
WS03,2028,Wind onshore,2424.2
WS04,2028,Wind onshore,1977.0
WS05,2028,Wind onshore,2196.7
WS06,2028,Wind onshore,2245.0
WS07,2028,Wind onshore,2225.6
WS08,2028,Wind onshore,2942.5
WS09,2028,Wind onshore,2336.4
WS10,2028,Wind onshore,2409.6
WS11,2028,Wind onshore,2276.6
WS12,2028,Wind onshore,2373.1
WS13,2028,Wind onshore,2168.2
WS14,2028,Wind onshore,2308.2
WS15,2028,Wind onshore,2169.1
WS16,2028,Wind onshore,2454.1
WS17,2028,Wind onshore,2046.9
WS18,2028,Wind onshore,2188.1
WS19,2028,Wind onshore,1906.7
WS20,2028,Wind onshore,2407.1
WS21,2028,Wind onshore,2480.4
WS22,2028,Wind onshore,2485.1
WS23,2028,Wind onshore,1983.9
WS24,2028,Wind onshore,2666.4
WS25,2028,Wind onshore,2043.8
WS26,2028,Wind onshore,2461.6
WS27,2028,Wind onshore,2461.6
WS28,2028,Wind onshore,2288.2
WS29,2028,Wind onshore,2151.0
WS30,2028,Wind onshore,2282.2
WS31,2028,Wind onshore,2414.9
WS32,2028,Wind onshore,2298.7
WS33,2028,Wind onshore,2478.4
WS34,2028,Wind onshore,2489.5
WS35,2028,Wind onshore,2333.3
WS36,2028,Wind onshore,2324.7
WS01,2030,Wind onshore,2300.4
WS02,2030,Wind onshore,2543.6
WS03,2030,Wind onshore,2458.9
WS04,2030,Wind onshore,2001.3
WS05,2030,Wind onshore,2218.6
WS06,2030,Wind onshore,2264.0
WS07,2030,Wind onshore,2247.8
WS08,2030,Wind onshore,2966.8
WS09,2030,Wind onshore,2356.0
WS10,2030,Wind onshore,2446.0
WS11,2030,Wind onshore,2307.0
WS12,2030,Wind onshore,2389.4
WS13,2030,Wind onshore,2191.3
WS14,2030,Wind onshore,2323.8
WS15,2030,Wind onshore,2195.1
WS16,2030,Wind onshore,2477.9
WS17,2030,Wind onshore,2075.3
WS18,2030,Wind onshore,2212.0
WS19,2030,Wind onshore,1930.4
WS20,2030,Wind onshore,2436.4
WS21,2030,Wind onshore,2503.5
WS22,2030,Wind onshore,2501.5
WS23,2030,Wind onshore,2003.7
WS24,2030,Wind onshore,2692.8
WS25,2030,Wind onshore,2073.3
WS26,2030,Wind onshore,2479.8
WS27,2030,Wind onshore,2484.3
WS28,2030,Wind onshore,2310.9
WS29,2030,Wind onshore,2180.8
WS30,2030,Wind onshore,2308.1
WS31,2030,Wind onshore,2431.5
WS32,2030,Wind onshore,2319.0
WS33,2030,Wind onshore,2498.4
WS34,2030,Wind onshore,2509.7
WS35,2030,Wind onshore,2359.4
WS36,2030,Wind onshore,2342.9
WS01,2033,Wind onshore,2328.6
WS02,2033,Wind onshore,2578.2
WS03,2033,Wind onshore,2483.8
WS04,2033,Wind onshore,2029.3
WS05,2033,Wind onshore,2248.7
WS06,2033,Wind onshore,2293.2
WS07,2033,Wind onshore,2275.0
WS08,2033,Wind onshore,2998.1
WS09,2033,Wind onshore,2386.7
WS10,2033,Wind onshore,2477.1
WS11,2033,Wind onshore,2341.9
WS12,2033,Wind onshore,2426.5
WS13,2033,Wind onshore,2220.5
WS14,2033,Wind onshore,2352.3
WS15,2033,Wind onshore,2225.4
WS16,2033,Wind onshore,2504.8
WS17,2033,Wind onshore,2103.5
WS18,2033,Wind onshore,2241.2
WS19,2033,Wind onshore,1952.8
WS20,2033,Wind onshore,2466.0
WS21,2033,Wind onshore,2532.6
WS22,2033,Wind onshore,2528.3
WS23,2033,Wind onshore,2034.0
WS24,2033,Wind onshore,2723.8
WS25,2033,Wind onshore,2103.3
WS26,2033,Wind onshore,2507.6
WS27,2033,Wind onshore,2521.5
WS28,2033,Wind onshore,2341.8
WS29,2033,Wind onshore,2208.5
WS30,2033,Wind onshore,2337.0
WS31,2033,Wind onshore,2462.7
WS32,2033,Wind onshore,2346.2
WS33,2033,Wind onshore,2534.4
WS34,2033,Wind onshore,2543.7
WS35,2033,Wind onshore,2389.4
WS36,2033,Wind onshore,2379.0
WS01,2035,Wind onshore,2347.9
WS02,2035,Wind onshore,2596.5
WS03,2035,Wind onshore,2501.6
WS04,2035,Wind onshore,2044.5
WS05,2035,Wind onshore,2268.8
WS06,2035,Wind onshore,2312.5
WS07,2035,Wind onshore,2293.8
WS08,2035,Wind onshore,3017.3
WS09,2035,Wind onshore,2402.6
WS10,2035,Wind onshore,2499.7
WS11,2035,Wind onshore,2359.1
WS12,2035,Wind onshore,2445.5
WS13,2035,Wind onshore,2240.2
WS14,2035,Wind onshore,2372.0
WS15,2035,Wind onshore,2238.6
WS16,2035,Wind onshore,2520.6
WS17,2035,Wind onshore,2122.5
WS18,2035,Wind onshore,2259.0
WS19,2035,Wind onshore,1972.4
WS20,2035,Wind onshore,2483.6
WS21,2035,Wind onshore,2552.4
WS22,2035,Wind onshore,2550.8
WS23,2035,Wind onshore,2049.7
WS24,2035,Wind onshore,2730.1
WS25,2035,Wind onshore,2115.0
WS26,2035,Wind onshore,2524.1
WS27,2035,Wind onshore,2532.9
WS28,2035,Wind onshore,2366.0
WS29,2035,Wind onshore,2226.8
WS30,2035,Wind onshore,2354.6
WS31,2035,Wind onshore,2482.2
WS32,2035,Wind onshore,2371.8
WS33,2035,Wind onshore,2556.3
WS34,2035,Wind onshore,2563.4
WS35,2035,Wind onshore,2408.4
WS36,2035,Wind onshore,2397.9
