Weather Scenario,Year,EVA category 1,Average of Value
WS36,2033,Solar PV,908.6
WS01,2035,Solar PV,885.6
WS02,2035,Solar PV,839.1
WS03,2035,Solar PV,910.8
WS04,2035,Solar PV,930.3
WS05,2035,Solar PV,874.9
WS06,2035,Solar PV,913.9
WS07,2035,Solar PV,951.4
WS08,2035,Solar PV,931.7
WS09,2035,Solar PV,863.0
WS10,2035,Solar PV,1010.1
WS11,2035,Solar PV,975.3
WS12,2035,Solar PV,863.0
WS13,2035,Solar PV,932.9
WS14,2035,Solar PV,883.0
WS15,2035,Solar PV,870.2
WS16,2035,Solar PV,883.8
WS17,2035,Solar PV,932.0
WS18,2035,Solar PV,876.7
WS19,2035,Solar PV,978.3
WS20,2035,Solar PV,931.4
WS21,2035,Solar PV,913.7
WS22,2035,Solar PV,899.1
WS23,2035,Solar PV,844.7
WS24,2035,Solar PV,904.8
WS25,2035,Solar PV,1010.3
WS26,2035,Solar PV,982.0
WS27,2035,Solar PV,900.7
WS28,2035,Solar PV,916.0
WS29,2035,Solar PV,971.0
WS30,2035,Solar PV,902.1
WS31,2035,Solar PV,915.6
WS32,2035,Solar PV,971.7
WS33,2035,Solar PV,898.0
WS34,2035,Solar PV,936.5
WS35,2035,Solar PV,838.5
WS36,2035,Solar PV,900.5
WS01,2028,Wind offshore,4324.6
WS02,2028,Wind offshore,4574.3
WS03,2028,Wind offshore,4422.0
WS04,2028,Wind offshore,3947.0
WS05,2028,Wind offshore,4189.7
WS06,2028,Wind offshore,4126.8
WS07,2028,Wind offshore,4041.3
WS08,2028,Wind offshore,4863.2
WS09,2028,Wind offshore,4240.3
WS10,2028,Wind offshore,4386.6
WS11,2028,Wind offshore,4117.6
WS12,2028,Wind offshore,4204.5
WS13,2028,Wind offshore,4066.3
WS14,2028,Wind offshore,4247.7
WS15,2028,Wind offshore,4121.5
WS16,2028,Wind offshore,4361.9
WS17,2028,Wind offshore,3890.3
WS18,2028,Wind offshore,4077.0
WS19,2028,Wind offshore,3839.3
WS20,2028,Wind offshore,4535.7
WS21,2028,Wind offshore,4387.1
WS22,2028,Wind offshore,4544.2
WS23,2028,Wind offshore,3869.1
WS24,2028,Wind offshore,4758.3
WS25,2028,Wind offshore,3833.8
WS26,2028,Wind offshore,4387.8
WS27,2028,Wind offshore,4392.1
WS28,2028,Wind offshore,4226.6
WS29,2028,Wind offshore,3979.0
WS30,2028,Wind offshore,4240.4
WS31,2028,Wind offshore,4271.2
WS32,2028,Wind offshore,4067.6
WS33,2028,Wind offshore,4432.6
WS34,2028,Wind offshore,4493.3
WS35,2028,Wind offshore,4261.1
WS36,2028,Wind offshore,4192.8
WS01,2030,Wind offshore,4435.1
WS02,2030,Wind offshore,4680.6
WS03,2030,Wind offshore,4604.4
WS04,2030,Wind offshore,4058.4
WS05,2030,Wind offshore,4337.4
WS06,2030,Wind offshore,4187.8
WS07,2030,Wind offshore,4228.5
WS08,2030,Wind offshore,4922.8
WS09,2030,Wind offshore,4371.0
WS10,2030,Wind offshore,4517.4
WS11,2030,Wind offshore,4290.7
WS12,2030,Wind offshore,4342.4
WS13,2030,Wind offshore,4212.5
WS14,2030,Wind offshore,4380.0
WS15,2030,Wind offshore,4313.0
WS16,2030,Wind offshore,4541.0
WS17,2030,Wind offshore,4066.2
WS18,2030,Wind offshore,4241.2
WS19,2030,Wind offshore,4062.5
WS20,2030,Wind offshore,4743.2
WS21,2030,Wind offshore,4512.1
WS22,2030,Wind offshore,4675.1
WS23,2030,Wind offshore,4016.3
WS24,2030,Wind offshore,4913.6
WS25,2030,Wind offshore,3993.8
WS26,2030,Wind offshore,4532.5
WS27,2030,Wind offshore,4552.6
WS28,2030,Wind offshore,4387.1
WS29,2030,Wind offshore,4132.8
WS30,2030,Wind offshore,4367.1
WS31,2030,Wind offshore,4404.3
WS32,2030,Wind offshore,4202.7
WS33,2030,Wind offshore,4542.8
WS34,2030,Wind offshore,4623.4
WS35,2030,Wind offshore,4401.3
WS36,2030,Wind offshore,4262.4
WS01,2033,Wind offshore,4521.8
WS02,2033,Wind offshore,4736.8
WS03,2033,Wind offshore,4747.8
WS04,2033,Wind offshore,4119.2
WS05,2033,Wind offshore,4437.1
WS06,2033,Wind offshore,4247.4
WS07,2033,Wind offshore,4365.6
WS08,2033,Wind offshore,4987.9
WS09,2033,Wind offshore,4466.1
WS10,2033,Wind offshore,4620.9
WS11,2033,Wind offshore,4394.0
WS12,2033,Wind offshore,4441.4
WS13,2033,Wind offshore,4326.7
WS14,2033,Wind offshore,4473.8
WS15,2033,Wind offshore,4444.4
WS16,2033,Wind offshore,4669.8
WS17,2033,Wind offshore,4188.3
WS18,2033,Wind offshore,4379.7
WS19,2033,Wind offshore,4235.7
WS20,2033,Wind offshore,4864.1
WS21,2033,Wind offshore,4589.5
WS22,2033,Wind offshore,4761.9
WS23,2033,Wind offshore,4133.4
WS24,2033,Wind offshore,5009.7
WS25,2033,Wind offshore,4128.9
WS26,2033,Wind offshore,4651.9
WS27,2033,Wind offshore,4677.8
WS28,2033,Wind offshore,4513.7
WS29,2033,Wind offshore,4237.6
WS30,2033,Wind offshore,4475.4
WS31,2033,Wind offshore,4491.8
WS32,2033,Wind offshore,4323.8
WS33,2033,Wind offshore,4641.7
WS34,2033,Wind offshore,4721.7
WS35,2033,Wind offshore,4518.0
WS36,2033,Wind offshore,4336.7
WS01,2035,Wind offshore,4545.7
WS02,2035,Wind offshore,4741.4
WS03,2035,Wind offshore,4797.8
WS04,2035,Wind offshore,4133.5
WS05,2035,Wind offshore,4462.2
WS06,2035,Wind offshore,4263.7
WS07,2035,Wind offshore,4407.0
WS08,2035,Wind offshore,5005.5
WS09,2035,Wind offshore,4493.4
WS10,2035,Wind offshore,4655.4
WS11,2035,Wind offshore,4422.2
WS12,2035,Wind offshore,4464.6
WS13,2035,Wind offshore,4361.7
WS14,2035,Wind offshore,4496.0
WS15,2035,Wind offshore,4486.2
WS16,2035,Wind offshore,4710.1
WS17,2035,Wind offshore,4226.7
WS18,2035,Wind offshore,4429.7
WS19,2035,Wind offshore,4292.5
WS20,2035,Wind offshore,4897.3
WS21,2035,Wind offshore,4606.6
WS22,2035,Wind offshore,4783.1
WS23,2035,Wind offshore,4166.7
WS24,2035,Wind offshore,5028.6
WS25,2035,Wind offshore,4171.7
WS26,2035,Wind offshore,4688.4
WS27,2035,Wind offshore,4716.0
WS28,2035,Wind offshore,4555.0
WS29,2035,Wind offshore,4264.1
WS30,2035,Wind offshore,4512.1
WS31,2035,Wind offshore,4512.3
WS32,2035,Wind offshore,4366.2
WS33,2035,Wind offshore,4668.6
WS34,2035,Wind offshore,4754.9
WS35,2035,Wind offshore,4557.2
WS36,2035,Wind offshore,4361.1
WS01,2028,Wind onshore,2289.4
WS02,2028,Wind onshore,2533.6
WS03,2028,Wind onshore,2435.3
WS04,2028,Wind onshore,1987.8
WS05,2028,Wind onshore,2205.4
WS06,2028,Wind onshore,2252.8
WS07,2028,Wind onshore,2232.2
WS08,2028,Wind onshore,2956.6
WS09,2028,Wind onshore,2343.6
WS10,2028,Wind onshore,2430.2
WS11,2028,Wind onshore,2290.1
WS12,2028,Wind onshore,2379.8
WS13,2028,Wind onshore,2174.5
WS14,2028,Wind onshore,2316.1
WS15,2028,Wind onshore,2176.0
WS16,2028,Wind onshore,2462.1
WS17,2028,Wind onshore,2059.6
WS18,2028,Wind onshore,2197.9
WS19,2028,Wind onshore,1920.5
WS20,2028,Wind onshore,2417.5
WS21,2028,Wind onshore,2489.7
WS22,2028,Wind onshore,2501.1
WS23,2028,Wind onshore,1991.1
WS24,2028,Wind onshore,2687.9
WS25,2028,Wind onshore,2061.3
WS26,2028,Wind onshore,2471.2
WS27,2028,Wind onshore,2472.1
WS28,2028,Wind onshore,2301.3
WS29,2028,Wind onshore,2169.2
WS30,2028,Wind onshore,2292.0
WS31,2028,Wind onshore,2421.1
WS32,2028,Wind onshore,2316.7
WS33,2028,Wind onshore,2490.8
WS34,2028,Wind onshore,2500.5
WS35,2028,Wind onshore,2341.2
WS36,2028,Wind onshore,2334.7
WS01,2030,Wind onshore,2305.6
WS02,2030,Wind onshore,2547.2
WS03,2030,Wind onshore,2462.2
WS04,2030,Wind onshore,2005.5
WS05,2030,Wind onshore,2224.9
WS06,2030,Wind onshore,2269.7
WS07,2030,Wind onshore,2250.9
WS08,2030,Wind onshore,2976.8
WS09,2030,Wind onshore,2361.1
WS10,2030,Wind onshore,2452.8
WS11,2030,Wind onshore,2313.3
WS12,2030,Wind onshore,2391.7
WS13,2030,Wind onshore,2196.0
WS14,2030,Wind onshore,2330.7
WS15,2030,Wind onshore,2198.1
WS16,2030,Wind onshore,2483.9
WS17,2030,Wind onshore,2082.0
WS18,2030,Wind onshore,2218.5
WS19,2030,Wind onshore,1936.7
WS20,2030,Wind onshore,2440.6
WS21,2030,Wind onshore,2510.1
WS22,2030,Wind onshore,2509.5
WS23,2030,Wind onshore,2007.9
WS24,2030,Wind onshore,2704.6
WS25,2030,Wind onshore,2080.1
WS26,2030,Wind onshore,2486.4
WS27,2030,Wind onshore,2490.9
WS28,2030,Wind onshore,2320.5
WS29,2030,Wind onshore,2188.2
WS30,2030,Wind onshore,2314.0
WS31,2030,Wind onshore,2434.8
WS32,2030,Wind onshore,2330.8
WS33,2030,Wind onshore,2505.2
WS34,2030,Wind onshore,2518.7
WS35,2030,Wind onshore,2362.8
WS36,2030,Wind onshore,2349.2
WS01,2033,Wind onshore,2339.6
WS02,2033,Wind onshore,2586.7
WS03,2033,Wind onshore,2490.7
WS04,2033,Wind onshore,2035.3
WS05,2033,Wind onshore,2257.4
WS06,2033,Wind onshore,2301.0
WS07,2033,Wind onshore,2281.4
WS08,2033,Wind onshore,3012.7
WS09,2033,Wind onshore,2393.3
WS10,2033,Wind onshore,2487.1
WS11,2033,Wind onshore,2346.1
WS12,2033,Wind onshore,2433.2
WS13,2033,Wind onshore,2227.7
WS14,2033,Wind onshore,2364.9
WS15,2033,Wind onshore,2231.1
WS16,2033,Wind onshore,2513.0
WS17,2033,Wind onshore,2112.1
WS18,2033,Wind onshore,2249.8
WS19,2033,Wind onshore,1966.7
WS20,2033,Wind onshore,2470.4
WS21,2033,Wind onshore,2544.3
WS22,2033,Wind onshore,2544.7
WS23,2033,Wind onshore,2040.5
WS24,2033,Wind onshore,2744.5
WS25,2033,Wind onshore,2112.0
WS26,2033,Wind onshore,2518.3
WS27,2033,Wind onshore,2529.7
WS28,2033,Wind onshore,2354.9
WS29,2033,Wind onshore,2218.0
WS30,2033,Wind onshore,2343.7
WS31,2033,Wind onshore,2472.6
WS32,2033,Wind onshore,2365.7
WS33,2033,Wind onshore,2546.2
WS34,2033,Wind onshore,2554.2
WS35,2033,Wind onshore,2396.1
WS36,2033,Wind onshore,2388.4
WS01,2035,Wind onshore,2354.4
WS02,2035,Wind onshore,2600.1
WS03,2035,Wind onshore,2508.6
WS04,2035,Wind onshore,2048.6
WS05,2035,Wind onshore,2274.6
WS06,2035,Wind onshore,2316.8
WS07,2035,Wind onshore,2297.9
WS08,2035,Wind onshore,3026.9
WS09,2035,Wind onshore,2407.6
WS10,2035,Wind onshore,2507.0
WS11,2035,Wind onshore,2364.3
WS12,2035,Wind onshore,2450.7
WS13,2035,Wind onshore,2245.5
WS14,2035,Wind onshore,2381.4
WS15,2035,Wind onshore,2244.5
WS16,2035,Wind onshore,2530.2
WS17,2035,Wind onshore,2129.0
WS18,2035,Wind onshore,2265.2
WS19,2035,Wind onshore,1981.0
WS20,2035,Wind onshore,2489.9
WS21,2035,Wind onshore,2561.8
WS22,2035,Wind onshore,2560.5
WS23,2035,Wind onshore,2054.2
WS24,2035,Wind onshore,2745.2
WS25,2035,Wind onshore,2123.2
WS26,2035,Wind onshore,2533.7
WS27,2035,Wind onshore,2540.4
WS28,2035,Wind onshore,2374.0
WS29,2035,Wind onshore,2234.7
WS30,2035,Wind onshore,2359.4
WS31,2035,Wind onshore,2487.8
WS32,2035,Wind onshore,2382.8
WS33,2035,Wind onshore,2563.2
WS34,2035,Wind onshore,2569.6
WS35,2035,Wind onshore,2412.1
WS36,2035,Wind onshore,2402.8
