Hour,Year,Sum of RegionENSGW
,2035,260.8999999999991
,2033,106.70000000000057
,2028,50.80000000000007
0.002777777777777778,2035,10.3
0.005555555555555556,2035,10.3
0.008333333333333333,2035,9.7
0.011111111111111112,2035,9.7
0.013888888888888888,2035,9.7
0.016666666666666666,2035,9.5
0.019444444444444445,2035,9.5
0.022222222222222223,2035,9.5
0.025,2035,9.5
0.027777777777777776,2035,9.4
0.030555555555555555,2035,9.4
0.03333333333333333,2035,9.3
0.03611111111111111,2035,9.2
0.03888888888888889,2035,9.2
0.041666666666666664,2035,9.2
0.044444444444444446,2035,9.1
0.04722222222222222,2035,9.1
0.05,2035,9.1
0.05277777777777778,2035,9.1
0.05555555555555555,2035,9
0.058333333333333334,2035,8.9
0.06111111111111111,2035,8.9
0.06388888888888888,2035,8.9
0.06666666666666667,2035,8.9
0.06944444444444445,2035,8.9
0.07222222222222222,2035,8.8
0.075,2035,8.8
0.07777777777777778,2035,8.8
0.08055555555555556,2035,8.8
0.08333333333333333,2035,8.8
0.08611111111111111,2035,8.8
0.08888888888888889,2035,8.7
0.09166666666666666,2035,8.7
0.09444444444444444,2035,8.7
0.09722222222222222,2035,8.7
0.1,2035,8.6
0.10277777777777777,2035,8.6
0.10555555555555556,2035,8.6
0.10833333333333334,2035,8.6
0.1111111111111111,2035,8.6
0.11388888888888889,2035,8.6
0.11666666666666667,2035,8.5
0.11944444444444445,2035,8.5
0.12222222222222222,2035,8.5
0.125,2035,8.5
0.12777777777777777,2035,8.5
0.13055555555555556,2035,8.5
0.13333333333333333,2035,8.4
0.1361111111111111,2035,8.4
0.1388888888888889,2035,8.4
0.14166666666666666,2035,8.3
0.14444444444444443,2035,8.3
0.14722222222222223,2035,8.2
0.15,2035,8.2
0.1527777777777778,2035,8.2
0.15555555555555556,2035,8.2
0.15833333333333333,2035,8.1
0.16111111111111112,2035,8.1
0.1638888888888889,2035,8.1
0.16666666666666666,2035,8
0.16944444444444445,2035,8
0.17222222222222222,2035,8
0.175,2035,8
0.17777777777777778,2035,8
0.18055555555555555,2035,7.9
0.18333333333333332,2035,7.9
0.18611111111111112,2035,7.9
0.18888888888888888,2035,7.9
0.19166666666666668,2035,7.9
0.19444444444444445,2035,7.9
0.19722222222222222,2035,7.9
0.2,2035,7.9
0.20277777777777778,2035,7.8
0.20555555555555555,2035,7.8
0.20833333333333334,2035,7.8
0.2111111111111111,2035,7.8
0.21388888888888888,2035,7.8
0.21666666666666667,2035,7.8
0.21944444444444444,2035,7.8
0.2222222222222222,2035,7.8
0.225,2035,7.8
0.22777777777777777,2035,7.8
0.23055555555555557,2035,7.8
0.23333333333333334,2035,7.8
0.2361111111111111,2035,7.8
0.2388888888888889,2035,7.8
0.24166666666666667,2035,7.7
0.24444444444444444,2035,7.7
0.24722222222222223,2035,7.7
0.25,2035,7.7
0.25277777777777777,2035,7.7
0.25555555555555554,2035,7.7
0.25833333333333336,2035,7.7
0.2611111111111111,2035,7.7
0.2638888888888889,2035,7.7
0.26666666666666666,2035,7.7
0.26944444444444443,2035,7.7
0.2722222222222222,2035,7.7
0.275,2035,7.7
0.2777777777777778,2035,7.7
0.28055555555555556,2035,7.7
0.2833333333333333,2035,7.6
0.2861111111111111,2035,7.6
0.28888888888888886,2035,7.6
0.2916666666666667,2035,7.6
0.29444444444444445,2035,7.6
0.2972222222222222,2035,7.6
0.3,2035,7.6
0.30277777777777776,2035,7.6
0.3055555555555556,2035,7.6
0.30833333333333335,2035,7.5
0.3111111111111111,2035,7.5
0.3138888888888889,2035,7.5
0.31666666666666665,2035,7.5
0.3194444444444444,2035,7.5
0.32222222222222224,2035,7.5
0.325,2035,7.5
0.3277777777777778,2035,7.5
0.33055555555555555,2035,7.5
0.3333333333333333,2035,7.5
0.33611111111111114,2035,7.5
0.3388888888888889,2035,7.5
0.3416666666666667,2035,7.4
0.34444444444444444,2035,7.4
0.3472222222222222,2035,7.4
0.35,2035,7.4
0.3527777777777778,2035,7.4
0.35555555555555557,2035,7.4
0.35833333333333334,2035,7.4
0.3611111111111111,2035,7.4
0.3638888888888889,2035,7.4
0.36666666666666664,2035,7.4
0.36944444444444446,2035,7.4
0.37222222222222223,2035,7.4
0.375,2035,7.4
0.37777777777777777,2035,7.4
0.38055555555555554,2035,7.4
0.38333333333333336,2035,7.3
0.3861111111111111,2035,7.3
0.3888888888888889,2035,7.3
0.39166666666666666,2035,7.3
0.39444444444444443,2035,7.3
0.3972222222222222,2035,7.3
0.4,2035,7.3
0.4027777777777778,2035,7.3
0.40555555555555556,2035,7.3
0.4083333333333333,2035,7.3
0.4111111111111111,2035,7.3
0.41388888888888886,2035,7.3
0.4166666666666667,2035,7.3
0.41944444444444445,2035,7.3
0.4222222222222222,2035,7.3
0.425,2035,7.3
0.42777777777777776,2035,7.3
0.4305555555555556,2035,7.2
0.43333333333333335,2035,7.2
0.4361111111111111,2035,7.2
0.4388888888888889,2035,7.2
0.44166666666666665,2035,7.2
0.4444444444444444,2035,7.2
0.44722222222222224,2035,7.2
0.45,2035,7.2
0.4527777777777778,2035,7.2
0.45555555555555555,2035,7.2
0.4583333333333333,2035,7.2
0.46111111111111114,2035,7.2
0.4638888888888889,2035,7.2
0.4666666666666667,2035,7.2
0.46944444444444444,2035,7.2
0.002777777777777778,2033,7.1
0.4722222222222222,2035,7.1
0.475,2035,7.1
0.4777777777777778,2035,7.1
0.48055555555555557,2035,7.1
0.48333333333333334,2035,7.1
0.4861111111111111,2035,7.1
0.4888888888888889,2035,7.1
0.49166666666666664,2035,7.1
0.49444444444444446,2035,7.1
0.49722222222222223,2035,7.1
0.5,2035,7.1
0.5027777777777778,2035,7.1
0.5055555555555555,2035,7.1
0.5083333333333333,2035,7.1
0.5111111111111111,2035,7.1
0.5138888888888888,2035,7.1
0.5166666666666667,2035,7.1
0.005555555555555556,2033,7
0.008333333333333333,2033,7
0.5194444444444445,2035,7
0.5222222222222223,2035,7
0.525,2035,7
0.5277777777777778,2035,7
0.5305555555555556,2035,7
0.5333333333333333,2035,7
0.5361111111111111,2035,7
0.5388888888888889,2035,7
0.5416666666666666,2035,7
0.5444444444444444,2035,7
0.5472222222222223,2035,7
0.55,2035,7
0.5527777777777778,2035,7
0.5555555555555556,2035,7
0.5583333333333333,2035,7
0.5611111111111111,2035,7
0.5638888888888889,2035,7
0.5666666666666667,2035,7
0.5694444444444444,2035,7
0.5722222222222222,2035,7
0.575,2035,7
0.5777777777777777,2035,7
0.5805555555555556,2035,7
0.5833333333333334,2035,7
0.5861111111111111,2035,7
0.5888888888888889,2035,7
0.011111111111111112,2033,6.9
0.013888888888888888,2033,6.9
0.5916666666666667,2035,6.9
0.5944444444444444,2035,6.9
0.5972222222222222,2035,6.9
0.6,2035,6.9
0.6027777777777777,2035,6.9
0.6055555555555555,2035,6.9
0.6083333333333333,2035,6.9
0.6111111111111112,2035,6.9
0.6138888888888889,2035,6.9
0.6166666666666667,2035,6.9
0.6194444444444445,2035,6.9
0.6222222222222222,2035,6.9
0.016666666666666666,2033,6.8
0.625,2035,6.8
0.6277777777777778,2035,6.8
0.6305555555555555,2035,6.8
0.6333333333333333,2035,6.8
0.6361111111111111,2035,6.8
0.6388888888888888,2035,6.8
0.6416666666666667,2035,6.8
0.6444444444444445,2035,6.8
0.6472222222222223,2035,6.8
0.019444444444444445,2033,6.7
0.022222222222222223,2033,6.7
0.025,2033,6.7
0.65,2035,6.7
0.6527777777777778,2035,6.7
0.6555555555555556,2035,6.7
0.6583333333333333,2035,6.7
0.6611111111111111,2035,6.7
0.6638888888888889,2035,6.7
0.6666666666666666,2035,6.7
0.027777777777777776,2033,6.6
0.030555555555555555,2033,6.6
0.6694444444444444,2035,6.6
0.6722222222222223,2035,6.6
0.675,2035,6.6
0.6777777777777778,2035,6.6
0.6805555555555556,2035,6.6
0.6833333333333333,2035,6.6
0.6861111111111111,2035,6.6
0.6888888888888889,2035,6.6
0.6916666666666667,2035,6.6
0.6944444444444444,2035,6.6
0.6972222222222222,2035,6.6
0.7,2035,6.6
0.03333333333333333,2033,6.5
0.7027777777777777,2035,6.5
0.7055555555555556,2035,6.5
0.7083333333333334,2035,6.5
0.7111111111111111,2035,6.5
0.7138888888888889,2035,6.5
0.7166666666666667,2035,6.5
0.7194444444444444,2035,6.5
0.7222222222222222,2035,6.5
0.725,2035,6.5
0.7277777777777777,2035,6.5
0.7305555555555555,2035,6.5
0.7333333333333333,2035,6.5
0.7361111111111112,2035,6.5
0.002777777777777778,2030,6.4
0.03611111111111111,2033,6.4
0.03888888888888889,2033,6.4
0.7388888888888889,2035,6.4
0.7416666666666667,2035,6.4
0.7444444444444445,2035,6.4
0.041666666666666664,2033,6.3
0.044444444444444446,2033,6.3
0.7472222222222222,2035,6.3
0.75,2035,6.3
0.7527777777777778,2035,6.3
0.7555555555555555,2035,6.3
0.7583333333333333,2035,6.3
0.7611111111111111,2035,6.3
0.7638888888888888,2035,6.3
0.7666666666666667,2035,6.3
0.7694444444444445,2035,6.3
0.7722222222222223,2035,6.3
0.775,2035,6.3
0.7777777777777778,2035,6.3
0.04722222222222222,2033,6.2
0.05,2033,6.2
0.7805555555555556,2035,6.2
0.7833333333333333,2035,6.2
0.7861111111111111,2035,6.2
0.7888888888888889,2035,6.2
0.7916666666666666,2035,6.2
0.7944444444444444,2035,6.2
0.7972222222222223,2035,6.2
0.8,2035,6.2
0.8027777777777778,2035,6.2
0.05277777777777778,2033,6.1
0.8055555555555556,2035,6.1
0.8083333333333333,2035,6.1
0.8111111111111111,2035,6.1
0.8138888888888889,2035,6.1
0.8166666666666667,2035,6.1
0.8194444444444444,2035,6.1
0.8222222222222222,2035,6.1
0.825,2035,6.1
0.8277777777777777,2035,6.1
0.8305555555555556,2035,6.1
0.8333333333333334,2035,6.1
0.8361111111111111,2035,6.1
0.8388888888888889,2035,6.1
0.8416666666666667,2035,6.1
0.8444444444444444,2035,6.1
0.005555555555555556,2030,6
0.05555555555555555,2033,6
0.058333333333333334,2033,6
0.06111111111111111,2033,6
0.06388888888888888,2033,6
0.06666666666666667,2033,6
0.06944444444444445,2033,6
0.07222222222222222,2033,6
0.075,2033,6
0.8472222222222222,2035,6
0.85,2035,6
0.8527777777777777,2035,6
0.8555555555555555,2035,6
0.8583333333333333,2035,6
0.8611111111111112,2035,6
0.07777777777777778,2033,5.9
0.08055555555555556,2033,5.9
0.08333333333333333,2033,5.9
0.08611111111111111,2033,5.9
0.08888888888888889,2033,5.9
0.09166666666666666,2033,5.9
0.09444444444444444,2033,5.9
0.8638888888888889,2035,5.9
0.8666666666666667,2035,5.9
0.8694444444444445,2035,5.9
0.8722222222222222,2035,5.9
0.875,2035,5.9
0.8777777777777778,2035,5.9
0.8805555555555555,2035,5.9
0.8833333333333333,2035,5.9
0.8861111111111111,2035,5.9
0.8888888888888888,2035,5.9
0.8916666666666667,2035,5.9
0.8944444444444445,2035,5.9
0.8972222222222223,2035,5.9
0.9,2035,5.9
0.9027777777777778,2035,5.9
0.9055555555555556,2035,5.9
0.9083333333333333,2035,5.9
0.9111111111111111,2035,5.9
0.008333333333333333,2030,5.8
0.09722222222222222,2033,5.8
0.1,2033,5.8
0.10277777777777777,2033,5.8
0.10555555555555556,2033,5.8
0.9138888888888889,2035,5.8
0.9166666666666666,2035,5.8
0.9194444444444444,2035,5.8
0.9222222222222223,2035,5.8
0.925,2035,5.8
0.9277777777777778,2035,5.8
0.9305555555555556,2035,5.8
0.9333333333333333,2035,5.8
0.9361111111111111,2035,5.8
0.9388888888888889,2035,5.8
0.9416666666666667,2035,5.8
0.011111111111111112,2030,5.7
0.10833333333333334,2033,5.7
0.1111111111111111,2033,5.7
0.11388888888888889,2033,5.7
0.11666666666666667,2033,5.7
0.11944444444444445,2033,5.7
0.12222222222222222,2033,5.7
0.125,2033,5.7
0.12777777777777777,2033,5.7
0.13055555555555556,2033,5.7
0.13333333333333333,2033,5.7
0.9444444444444444,2035,5.7
0.9472222222222222,2035,5.7
0.95,2035,5.7
0.9527777777777777,2035,5.7
0.9555555555555556,2035,5.7
0.9583333333333334,2035,5.7
0.9611111111111111,2035,5.7
0.9638888888888889,2035,5.7
0.9666666666666667,2035,5.7
0.9694444444444444,2035,5.7
0.9722222222222222,2035,5.7
0.975,2035,5.7
0.9777777777777777,2035,5.7
0.9805555555555555,2035,5.7
0.9833333333333333,2035,5.7
0.9861111111111112,2035,5.7
0.9888888888888889,2035,5.7
0.9916666666666667,2035,5.7
0.9944444444444445,2035,5.7
0.9972222222222222,2035,5.7
1,2035,5.7
