Hour,Year,Sum of RegionENSGW
,2035,348.89999999999833
,2033,172.40000000000072
,2028,105.7000000000002
0.002777777777777778,2035,12.2
0.005555555555555556,2035,11.7
0.008333333333333333,2035,11.6
0.011111111111111112,2035,11.6
0.013888888888888888,2035,11.6
0.016666666666666666,2035,11.5
0.019444444444444445,2035,11.4
0.022222222222222223,2035,11.4
0.025,2035,11.4
0.027777777777777776,2035,11.3
0.030555555555555555,2035,11.2
0.03333333333333333,2035,11
0.03611111111111111,2035,11
0.03888888888888889,2035,11
0.041666666666666664,2035,11
0.044444444444444446,2035,11
0.04722222222222222,2035,10.9
0.05,2035,10.9
0.05277777777777778,2035,10.8
0.05555555555555555,2035,10.8
0.058333333333333334,2035,10.8
0.06111111111111111,2035,10.7
0.06388888888888888,2035,10.6
0.06666666666666667,2035,10.6
0.06944444444444445,2035,10.6
0.07222222222222222,2035,10.5
0.075,2035,10.4
0.07777777777777778,2035,10.4
0.08055555555555556,2035,10.4
0.08333333333333333,2035,10.4
0.08611111111111111,2035,10.4
0.08888888888888889,2035,10.3
0.09166666666666666,2035,10.3
0.09444444444444444,2035,10.3
0.09722222222222222,2035,10.2
0.1,2035,10.2
0.10277777777777777,2035,10.2
0.10555555555555556,2035,10.2
0.10833333333333334,2035,10.1
0.1111111111111111,2035,10.1
0.11388888888888889,2035,10.1
0.11666666666666667,2035,10.1
0.11944444444444445,2035,10.1
0.12222222222222222,2035,10.1
0.125,2035,10
0.12777777777777777,2035,10
0.13055555555555556,2035,10
0.13333333333333333,2035,10
0.1361111111111111,2035,10
0.1388888888888889,2035,10
0.14166666666666666,2035,10
0.14444444444444443,2035,9.9
0.14722222222222223,2035,9.9
0.15,2035,9.9
0.1527777777777778,2035,9.9
0.15555555555555556,2035,9.9
0.15833333333333333,2035,9.9
0.16111111111111112,2035,9.9
0.1638888888888889,2035,9.9
0.16666666666666666,2035,9.9
0.16944444444444445,2035,9.9
0.17222222222222222,2035,9.9
0.002777777777777778,2033,9.8
0.005555555555555556,2033,9.8
0.008333333333333333,2033,9.8
0.175,2035,9.8
0.17777777777777778,2035,9.8
0.18055555555555555,2035,9.8
0.18333333333333332,2035,9.8
0.18611111111111112,2035,9.8
0.18888888888888888,2035,9.8
0.19166666666666668,2035,9.8
0.19444444444444445,2035,9.8
0.19722222222222222,2035,9.8
0.2,2035,9.8
0.011111111111111112,2033,9.7
0.013888888888888888,2033,9.7
0.20277777777777778,2035,9.7
0.20555555555555555,2035,9.7
0.20833333333333334,2035,9.7
0.2111111111111111,2035,9.7
0.21388888888888888,2035,9.7
0.21666666666666667,2035,9.7
0.016666666666666666,2033,9.6
0.21944444444444444,2035,9.6
0.2222222222222222,2035,9.6
0.225,2035,9.6
0.22777777777777777,2035,9.6
0.23055555555555557,2035,9.6
0.23333333333333334,2035,9.6
0.2361111111111111,2035,9.6
0.2388888888888889,2035,9.6
0.24166666666666667,2035,9.6
0.24444444444444444,2035,9.6
0.24722222222222223,2035,9.6
0.019444444444444445,2033,9.5
0.022222222222222223,2033,9.5
0.25,2035,9.5
0.25277777777777777,2035,9.5
0.25555555555555554,2035,9.5
0.25833333333333336,2035,9.5
0.2611111111111111,2035,9.5
0.2638888888888889,2035,9.5
0.26666666666666666,2035,9.5
0.26944444444444443,2035,9.5
0.2722222222222222,2035,9.5
0.275,2035,9.5
0.025,2033,9.4
0.027777777777777776,2033,9.4
0.2777777777777778,2035,9.4
0.28055555555555556,2035,9.4
0.2833333333333333,2035,9.4
0.2861111111111111,2035,9.4
0.28888888888888886,2035,9.4
0.2916666666666667,2035,9.4
0.29444444444444445,2035,9.4
0.2972222222222222,2035,9.4
0.3,2035,9.4
0.30277777777777776,2035,9.4
0.3055555555555556,2035,9.4
0.30833333333333335,2035,9.4
0.030555555555555555,2033,9.3
0.03333333333333333,2033,9.3
0.3111111111111111,2035,9.3
0.3138888888888889,2035,9.3
0.31666666666666665,2035,9.3
0.3194444444444444,2035,9.3
